50 7
0 0.0356 0.255 0.619 0.0901 0 0
0 0.0375 0.426 0.456 0.0807 0 0
0 0 0.182 0.709 0.109 0 0
0 0.00188 0.109 0.769 0.116 0.00375 0
0 0 0.0582 0.64 0.302 0 0
0 0.015 0.114 0.82 0.0507 0 0
0 0 0.268 0.644 0.0882 0 0
0 0.0188 0.454 0.518 0.00938 0 0
0 0 0.0844 0.67 0.238 0.0075 0
0 0.03 0.418 0.51 0.0413 0 0
0.00563 0.0206 0.285 0.582 0.101 0.00563 0
0 0.00375 0.197 0.702 0.0957 0.00188 0
0 0 0.045 0.505 0.45 0 0
0 0.00188 0.242 0.407 0.347 0.00188 0
0 0.00563 0.154 0.507 0.332 0.00188 0
0 0 0.203 0.681 0.116 0 0
0 0.0075 0.355 0.582 0.0563 0 0
0 0.0281 0.467 0.475 0.0281 0.00188 0
0 0.0188 0.527 0.418 0.0356 0 0
0 0.0675 0.572 0.341 0.0188 0 0
0 0.03 0.281 0.531 0.148 0.00938 0
0 0 0.0807 0.544 0.36 0.015 0
0 0.00563 0.4 0.555 0.0394 0 0
0 0 0.0413 0.634 0.289 0.0356 0
0 0.00188 0.0938 0.657 0.24 0.0075 0
0 0.00375 0.111 0.63 0.231 0.0206 0.00375
0 0 0.235 0.674 0.0901 0.00188 0
0 0.0131 0.18 0.499 0.306 0.00188 0
0 0.00188 0.323 0.432 0.212 0.0319 0
0 0.0169 0.167 0.732 0.0826 0.00188 0
0 0 0.266 0.632 0.0994 0.00188 0
0 0.0394 0.266 0.576 0.118 0 0
0.0882 0.385 0.454 0.0694 0.00375 0 0
0.0469 0.43 0.368 0.141 0.015 0 0
0.0413 0.4 0.433 0.113 0.0131 0 0
0 0.141 0.51 0.31 0.0375 0.00188 0
0.0075 0.137 0.61 0.21 0.0356 0 0
0.0863 0.392 0.433 0.0788 0.00938 0 0
0.00938 0.186 0.463 0.295 0.045 0.00188 0
0.00563 0.12 0.386 0.441 0.045 0.00188 0
0.0113 0.295 0.488 0.195 0.0113 0 0
0.00938 0.0919 0.632 0.231 0.0338 0.00188 0
0.00375 0.0225 0.182 0.683 0.107 0.00188 0
0.00938 0.173 0.454 0.3 0.0582 0.00563 0
0.0075 0.0807 0.356 0.448 0.103 0.00375 0
0.00563 0.381 0.371 0.156 0.0844 0.00188 0
0.00188 0.0713 0.375 0.497 0.0525 0.00188 0
0.00563 0.221 0.582 0.163 0.0281 0 0
0.0188 0.265 0.585 0.122 0.00938 0 0
0.0544 0.456 0.338 0.148 0.00375 0 0
